YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
202404,188809,1161227,1,.9,"SW","HAPPY TOWN",33.99,-81.09,3359400,815400
202404,188809,1161228,1,0,"N","COLUMBIA",34,-81.02,3400,811200
202404,188809,1161229,1,.57,"E","COLUMBIA",34,-81.01,3400,81600
202404,188809,1161230,1,.96,"S","BALLTOWN",33.5661,-81.73,3333966,8143800
202404,188809,1161231,1,.62,"N","COLUMBIA",34.009,-81.021,34540,811260
202404,188809,1161232,1,0,"N","OWENS ARPT",33.97,-81,3358200,8100
202404,188809,1161233,1,.82,"N","(CAE)COLUMBIA METRO",33.9416,-81.1174,3356496,817044
202404,188810,1161234,1,.45,"WSW","AUGUSTA DANIEL ARPT",33.467,-82.0369,3328020,822214
202404,188811,1161235,1,.61,"S","JERNIGAN TOWN",36.5112,-86.6795,3630672,8640770
202404,188811,1161236,1,1.68,"NNE","SPRINGFIELD",36.5213,-86.8653,3631278,8651918
202404,188811,1161237,1,1.35,"W","OGLESBY",36.0478,-86.754,362868,8645240
202404,188811,1161238,1,.42,"WSW","EDGEFIELD",36.3271,-85.9065,3619626,8554390
202404,188830,1171266,1,1.92,"S","EMCO LISTERHILL JCT",34.6922,-87.5683,3441532,8734098
202404,188830,1171266,2,1.88,"WNW","MIDWAY",34.7381,-87.4616,3444286,8727696
202404,188830,1171267,1,.88,"WSW","SARDIS SPGS",34.8261,-86.8947,3449566,8653682
202404,188830,1171267,2,.23,"ENE","SARDIS SPGS",34.8315,-86.8764,3449890,8652584
202404,188830,1173340,1,1.81,"NNW","COLBERT HGTS",34.695,-87.7098,3441700,8742588
202404,188830,1173341,1,.49,"SE","SHEFFIELD",34.7642,-87.6951,3445852,8741706
202404,188830,1173344,1,1.93,"NE","ATHENS",34.819,-86.9551,3449140,8657306
202404,188830,1173782,1,1.2,"ENE","WOODLAWN",34.8355,-87.58,3450130,8734800
202404,188830,1173783,1,1.58,"E","WOODLAWN",34.8336,-87.5725,3450016,8734350
202404,188833,1161384,1,1.46,"WSW","WOODS HOLE",41.519,-70.684,4131140,7041040
202404,188833,1161385,1,4.99,"SW","MARBLEHEAD NECK",42.456,-70.895,4227360,7053700
202404,188839,1161404,1,.69,"S","HARTSVILLE",34.36,-80.07,3421600,804200
202404,188856,1161490,1,7.25,"WSW","PLANTERSVILLE",32.641,-87.0398,3238460,872388
202404,188856,1161490,2,.81,"WSW","PLANTERSVILLE",32.6641,-86.932,3239846,8655920
202404,189010,1175351,5,1.25,"S","CONFLUENCE",39.8019,-79.3689,3948114,7922134
202404,189010,1175352,1,2.53,"SSE","JOLLER",40.1671,-78.049,4010026,782940
202404,189010,1175352,2,2.44,"S","COLFAX",40.3648,-77.9959,4021888,7759754
202404,189010,1175352,3,.93,"ENE","MT UNION",40.3852,-77.8638,4023112,7751828
202404,189010,1175352,4,3.5,"E","ALLENPORT",40.3637,-77.804,4021822,7748240
202404,189010,1175352,5,1.74,"W","MEADOW GAP",40.1681,-77.9529,4010086,7757174
202404,189010,1175378,1,2.33,"SE","LITTLE BRITAIN",39.7589,-76.0859,3945534,765154
202404,189010,1175378,2,2.46,"SE","LITTLE BRITAIN",39.7592,-76.0824,3945552,764944
202404,189010,1175378,3,2.75,"SE","LITTLE BRITAIN",39.7542,-76.0807,3945252,764842
202404,189010,1175378,4,2.45,"SE","LITTLE BRITAIN",39.7544,-76.0881,3945264,765286
202404,189010,1175448,1,.97,"SW","CENTRAL CITY",40.9417,-77.785,4056502,7747100
202404,189010,1175448,2,1.75,"SSW","MILLHEIM",40.8572,-77.4847,4051432,7729082
202404,189010,1175448,3,1.69,"NNE","SOBER",40.8516,-77.5047,4051096,7730282
202404,189010,1175448,4,1,"SSW","STORMSTOWN",40.7678,-78.0404,4046068,782424
202404,189023,1170483,1,.54,"E","BARNETT",38.38,-92.66,3822800,9239600
202404,189023,1174856,1,.69,"S","OLEAN",38.41,-92.53,3824600,9231800
202404,189023,1174858,1,4.07,"WNW","BOLIVAR MEM ARPT",37.62,-93.5,3737200,9330000
202404,189023,1174859,1,1.29,"WNW","BOLIVAR MEM ARPT",37.61,-93.45,3736600,9327000
202404,189023,1174860,1,1.29,"WNW","BOLIVAR",37.63,-93.44,3737800,9326400
202404,189023,1174861,1,.88,"SE","BOLIVAR",37.61,-93.41,3736600,9324600
202404,189023,1174865,1,1.49,"SSE","PUMPKIN CENTER",37.73,-93.07,3743800,934200
202404,189023,1174869,1,.55,"E","MAPLE GROVE",37.25,-94.12,3715000,947200
202404,189023,1174870,1,2.64,"SE","FREEDOM",38,-92.55,3800,9233000
202404,189023,1174871,1,.55,"E","BOLIVAR",37.62,-93.41,3737200,9324600
202404,189023,1174872,1,1.09,"E","BOLIVAR",37.62,-93.4,3737200,9324000
202404,189023,1174873,1,.55,"E","BOLIVAR",37.62,-93.41,3737200,9324600
202404,189023,1174875,1,2.3,"ENE","BOLIVAR",37.63,-93.38,3737800,9322800
202404,189023,1174876,1,2.63,"NE","BARNETT",38.41,-92.64,3824600,9238400
202404,189023,1174877,1,.55,"E","BOLIVAR",37.62,-93.41,3737200,9324600
202404,189023,1174888,1,2.82,"S","MARVIN",38.38,-92.78,3822800,9246800
202404,189023,1174888,2,2.72,"SSW","MARVIN",38.3818,-92.7824,3822908,9246944
202404,189023,1174888,3,2.59,"SSW","MARVIN",38.3836,-92.781,3823016,9246860
202404,189023,1174888,4,2.75,"S","MARVIN",38.3809,-92.7795,3822854,9246770
202404,189023,1174892,1,1.08,"W","BARNETT",38.38,-92.69,3822800,9241400
202404,189023,1174892,2,1.06,"WSW","BARNETT",38.3768,-92.6892,3822608,9241352
202404,189023,1174892,3,1.28,"W","BARNETT",38.3774,-92.6934,3822644,9241604
202404,189023,1174892,4,1.21,"W","BARNETT",38.3799,-92.6924,3822794,9241544
202404,189023,1174893,1,1.6,"N","OMER",37.623,-93.9167,3737380,9355002
202404,189023,1174894,1,2.63,"E","BUCKHORN",37.7804,-92.2219,3746824,9213314
202404,189023,1174894,2,2.73,"E","BUCKHORN",37.78,-92.22,3746800,9213200
202404,189023,1174895,1,.88,"NE","ST ROBERT",37.83,-92.22,3749800,9213200
202404,189023,1174896,1,3.67,"ENE","OMER",37.6282,-93.8631,3737692,9351786
202404,188856,1161491,1,1.23,"WSW","PLETCHER",32.6955,-86.8205,3241730,8649230
202404,188856,1161491,2,.99,"ENE","PLETCHER",32.7048,-86.7841,3242288,8647046
202404,188856,1161492,1,1.5,"NE","PLETCHER",32.7121,-86.7786,3242726,8646716
202404,188856,1161492,2,2.35,"N","COOPER",32.8038,-86.5453,3248228,8632718
202404,188856,1161493,1,1.2,"S","LAKE MITCHELL",32.8327,-86.4475,3249962,8626850
202404,188856,1161494,1,3.01,"NNW","ROCKFORD",32.9182,-86.245,3255092,8614700
202404,188856,1161494,2,3.76,"NNE","ROCKFORD",32.9326,-86.2033,3255956,8612198
202404,188856,1161495,1,.81,"SW","SOCAPATOY",32.9712,-86.0793,3258272,864758
202404,188856,1161495,2,.72,"W","KELLYTON",32.9814,-86.0423,3258884,862538
202404,188856,1161496,1,1.71,"W","TALLASSEE",32.5326,-85.9293,3231956,8555758
202404,188856,1161502,1,.42,"SSW","RIDERVILLE",32.6641,-86.932,3239846,8655920
202404,188856,1161502,2,.42,"NW","LESILE",32.6749,-86.9044,3240494,8654264
202404,188905,1161693,1,.61,"E","TENNESSEE RIDGE",36.3199,-87.759,3619194,8745540
202404,188905,1161694,1,4,"W","TENNESSEE RIDGE",36.32,-87.8419,3619200,8750514
202404,188905,1161695,1,.81,"W","GRAYS CROSSING",36.3312,-87.7645,3619872,8745870
202404,188905,1161696,1,.66,"NNE","TENNESSEE RIDGE",36.3291,-87.7661,3619746,8745966
202404,188905,1161699,1,3.02,"SW","CUMBERLAND CITY",36.3733,-87.693,3622398,8741580
202404,188905,1161700,1,1.49,"SSE","CUMBERLAND CITY",36.38,-87.64,3622800,8738400
202404,188905,1161701,1,.56,"E","CUMBERLAND CITY",36.4,-87.64,3624000,8738400
202404,188905,1161702,1,.89,"NW","INDIAN MOUND",36.51,-87.69,3630600,8741400
202404,188905,1161703,1,1.38,"S","KENNEDY",36.6,-87.28,3636000,8716800
202404,188934,1161958,1,2.13,"SSE","BOZEMAN",45.65,-111.02,4539000,1111200
202404,188934,1161960,1,0,"N","(DLN)DILLON ARPT",45.25,-112.55,4515000,11233000
202407,195057,1205892,2,.87,"SE","VIEUX CARRE",29.9622,-90.0687,2957732,904122
202407,195057,1205892,3,1.02,"SE","VIEUX CARRE",29.9606,-90.0669,2957636,904014
202407,195057,1205892,4,1.03,"SE","VIEUX CARRE",29.9593,-90.068,2957558,904080
202407,195057,1205893,1,1.2,"E","NEW ORLEANS",29.95,-90.08,2957000,904800
202407,195057,1205893,2,.94,"ESE","NEW ORLEANS",29.9465,-90.0848,2956790,905088
202407,195057,1205893,3,1.22,"ESE","NEW ORLEANS",29.9446,-90.0807,2956676,904842
202407,195057,1205893,4,1.35,"E","NEW ORLEANS",29.948,-90.0776,2956880,904656
202407,195057,1205895,1,.6,"W","VIEUX CARRE",29.97,-90.09,2958200,905400
202407,195057,1205895,2,.83,"WSW","VIEUX CARRE",29.9661,-90.0931,2957966,905586
202407,195057,1205895,3,1.62,"W","VIEUX CARRE",29.9733,-90.1069,2958398,906414
202407,195057,1205895,4,1.26,"WNW","VIEUX CARRE",29.9779,-90.0989,2958674,905934
202407,195057,1205896,1,.91,"NW","ALGIERS",29.96,-90.06,2957600,903600
202407,195057,1205896,2,1.08,"NW","ALGIERS",29.9608,-90.063,2957648,903780
202407,195057,1205896,3,1.09,"NW","ALGIERS",29.9622,-90.0616,2957732,903696
202407,195057,1205896,4,.92,"NNW","ALGIERS",29.9615,-90.0577,2957690,903462
202407,195057,1205897,1,.91,"NW","NEW ORLEANS",29.96,-90.11,2957600,906600
202407,195057,1205897,2,.9,"WNW","NEW ORLEANS",29.9571,-90.1125,2957426,906750
202407,195057,1205897,3,.68,"NW","NEW ORLEANS",29.9557,-90.1092,2957342,906552
202407,195057,1205897,4,.78,"NW","NEW ORLEANS",29.9588,-90.1082,2957528,906492
202407,195057,1205899,1,1.51,"SSW","GENTILLY",30,-90.04,3000,902400
202407,195057,1205899,2,1.31,"SSW","GENTILLY",30.0041,-90.0417,30246,902502
202407,195057,1205899,3,1.14,"SSW","GENTILLY",30.0056,-90.0391,30336,902346
202407,195057,1205899,4,1.41,"SSW","GENTILLY",30.0006,-90.0372,3036,902232
202407,195057,1205900,1,1.83,"SW","GENTILLY",30,-90.05,3000,903000
202407,195057,1205900,2,2.05,"SW","GENTILLY",29.9956,-90.0495,2959736,902970
202407,195057,1205900,3,1.85,"SSW","GENTILLY",29.996,-90.0436,2959760,902616
202407,195057,1205900,4,1.61,"SSW","GENTILLY",30.0002,-90.0442,3012,902652
202407,195058,1205754,1,2.03,"SW","SOUTH LEEDS",44.23,-70.16,4413800,709600
202404,189010,1175348,1,.66,"SW","BROWNSTOWN",40.324,-78.9598,4019440,7857588
202404,189010,1175348,2,2.45,"NNE","WILMORE",40.4132,-78.7038,4024792,7842228
202404,189010,1175348,3,1.83,"SSW","AMSBRY",40.5062,-78.5853,4030372,7835118
202404,189010,1175348,4,.95,"ENE","GALLITZIN",40.4849,-78.5332,4029094,7831992
202404,189010,1175348,5,.78,"SE","SPRING HILL",40.3623,-78.6593,4021738,7839558
202404,189010,1175348,6,1.63,"SSW","SOUTHMONT",40.2779,-78.9607,4016674,7857642
202404,189010,1175349,1,.75,"W","MC GEES MILLS",40.8816,-78.7842,4052896,7847052
202404,189010,1175349,2,2.37,"N","CURWENSVILLE",41.0042,-78.5171,41252,7831026
202404,189010,1175349,3,1.49,"NNW","FAUNCE",40.9406,-78.4385,4056436,7826310
202404,189010,1175349,4,.68,"NE","COOLPORT",40.7555,-78.5192,4045330,7831152
202404,189010,1175349,5,1.63,"SW","BURNSIDE",40.8057,-78.8048,4048342,7848288
202404,189010,1175350,1,.97,"NNE","LOOP",40.433,-78.3631,4025980,7821786
202404,189010,1175350,2,.46,"WSW","GEESEYTOWN",40.4468,-78.3577,4026808,7821462
202404,189010,1175350,3,.36,"S","GEESEYTOWN",40.4449,-78.3488,4026694,7820928
202404,189010,1175350,4,1.11,"NE","LOOP",40.4319,-78.3559,4025914,7821354
202404,189010,1175351,1,.2,"S","CONFLUENCE",39.8171,-79.3704,3949026,7922224
202404,189010,1175351,2,.39,"WSW","BERKLEYS MILL",39.8469,-79.0061,3950814,79366
202404,189010,1175351,3,1.29,"SSW","KEYSTONE",39.7818,-78.9852,3946908,7859112
202404,189010,1175351,4,.49,"NNE","HARNEDSVILLE",39.7869,-79.3276,3947214,7919656
202405,189670,1176979,1,0,"N","JUNCTION CITY",39.03,-96.83,391800,9649800
202405,189670,1176982,1,1.28,"ENE","(FRI)MARSHALL AAF FT",39.06,-96.75,393600,9645000
202405,189670,1176984,1,.69,"S","(MHK)MANHATTAN MUNI",39.14,-96.67,398400,9640200
202405,189670,1176987,1,1.75,"WNW","JUNCTION CITY",39.04,-96.86,392400,9651600
202405,189670,1176992,1,.69,"N","ABILENE",38.93,-97.22,3855800,9713200
202405,189670,1176993,1,1.07,"E","MOONLIGHT",39,-97.1,3900,976000
202405,189670,1176994,1,.87,"NW","UPLAND",39.09,-97.03,395400,971800
202405,189670,1176995,1,.69,"N","UPLAND",39.09,-97.02,395400,971200
202405,189670,1176999,1,2.96,"NNE","UPLAND",39.12,-97,397200,9700
202405,189670,1177001,1,3.85,"SE","RILEY",39.26,-96.78,3915600,9646800
202405,189670,1177002,1,3.74,"E","RILEY",39.3,-96.76,3918000,9645600
202405,189670,1177003,1,1.6,"W","OLSBURG",39.43,-96.65,3925800,9639000
202405,189670,1177004,1,3.87,"W","LE ROY ARPT",38.09,-95.7,385400,9542000
202405,189670,1177005,1,1.38,"S","BAILEYVILLE",39.83,-96.18,3949800,9610800
202405,189670,1177009,1,.69,"S","POMONA",38.61,-95.45,3836600,9527000
202405,189670,1177010,1,2.27,"ENE","OTTAWA MUNI ARPT",38.54,-95.21,3832400,9512600
202405,189670,1177011,1,.88,"NW","BALDWIN",38.78,-95.19,3846800,9511400
202405,189678,1166361,1,.28,"E","MIDDLETOWN",39.4703,-85.6448,3928218,8538688
202405,189678,1166361,2,1.05,"E","MIDDLETOWN",39.4691,-85.6304,3928146,8537824
202405,189678,1166362,1,2,"WSW","MOSCOW",39.4699,-85.5851,3928194,8535106
202405,189678,1166362,2,1.83,"WSW","MOSCOW",39.4709,-85.5823,3928254,8534938
202405,189678,1166363,1,1.14,"NE","RICHLAND",39.5133,-85.3875,3930798,8523250
202405,189678,1166363,2,1.59,"SW","NEW SALEM",39.5156,-85.3733,3930936,8522398
202405,189678,1166364,1,4.39,"WSW","MOSCOW",39.4621,-85.629,3927726,8537740
202405,189678,1166364,2,.95,"SSE","MOSCOW",39.4675,-85.5427,3928050,8532562
202405,189678,1166365,1,.82,"NE","SPRINGHILL",39.4395,-85.3909,3926370,8523454
202405,189678,1166365,2,2.61,"ENE","CLARKSBURG",39.4497,-85.3082,3926982,8518492
202405,189678,1166602,1,2.07,"S","TAYLORVILLE",39.44,-87.43,3926400,8725800
202405,189678,1166603,1,.87,"SW","BILLTOWN",39.51,-87.19,3930600,8711400
202405,189678,1166604,1,0,"N","PLEASANT GARDEN",39.55,-86.97,3933000,8658200
202405,189678,1166605,1,.53,"W","BROAD PARK",39.6,-86.68,3936000,8640800
202405,189678,1166606,1,3.01,"WSW","PIMENTO",39.3,-87.43,3918000,8725800
202405,189678,1166607,1,1.27,"ENE","BUD",39.46,-86.16,3927600,869600
202405,189678,1166608,1,1.74,"ESE","LAKE HART",39.56,-86.4,3933600,8624000
202405,189678,1166609,1,.87,"NE","NEW WHITELAND",39.56,-86.09,3933600,865400
202405,189678,1166610,1,3.61,"SSW","NEW BETHEL",39.65,-86.04,3939000,862400
202405,189678,1166611,1,.69,"S","MT AUBURN",39.39,-85.9,3923400,8554000
202405,189654,1166050,1,1.38,"SE","TAYLORSVILLE",36.2551,-86.1835,3615306,8611010
202405,189654,1166050,2,1.46,"WNW","BELLWOOD",36.2571,-86.1747,3615426,8610482
202405,189654,1166051,1,1.22,"WSW","LEIPERS FORK",35.8917,-87.0193,3553502,871158
202405,189654,1166052,1,.37,"E","PEYTONSVILLE",35.8201,-86.7735,3549206,8646410
202405,189654,1166053,1,.56,"E","PEYTONSVILLE",35.82,-86.77,3549200,8646200
202405,189654,1166054,1,.37,"E","PEYTONSVILLE",35.8197,-86.7734,3549182,8646404
202405,189654,1166055,1,1.21,"SE","KIRKLAND",35.81,-86.6623,3548600,8639738
202405,189654,1166056,1,.69,"S","BAXTER",36.14,-85.63,368400,8537800
202405,189654,1166057,1,1.32,"ESE","SAWDUST",35.66,-87.18,3539600,8710800
202405,189654,1166058,1,.47,"WNW","SMITHVILLE",35.9719,-85.8581,3558314,8551486
202405,189654,1166058,2,.59,"S","SMITHVILLE MUNI ARPT",35.9714,-85.8003,3558284,8548018
202405,189654,1166059,1,2.67,"NW","INDIAN MOUND",35.9504,-85.7296,3557024,8543776
202405,189654,1166060,1,1.46,"ENE","HENSLEYS CHAPEL",35.928,-85.5059,3555680,8530354
202405,189654,1166061,1,.98,"N","COUCHVILLE",36.1142,-86.5489,366852,8632934
202405,189654,1166062,1,1.68,"NNW","CUMMINGS",35.9021,-85.4627,3554126,8527762
202405,189654,1166063,1,.85,"S","GOSSBURG",35.6577,-86.2197,3539462,8613182
202405,189654,1166064,1,.18,"N","CUMMINGS",35.8827,-85.4497,3552962,8526982
202405,189654,1166064,2,.55,"NNE","CUMMINGS",35.8871,-85.4453,3553226,8526718
202405,189654,1166064,3,1.56,"ESE","CUMMINGS",35.8703,-85.4248,3552218,8525488
202405,189654,1166064,4,1.86,"N","RIVER HILL",35.8469,-85.4193,3550814,8525158
202405,189654,1166064,5,1.95,"NNW","RIVER HILL",35.8475,-85.4276,3550850,8525656
202405,189654,1166065,1,2.17,"NE","CRAIGFIELD",35.94,-87.15,3556400,879000
202405,189654,1166066,1,1.32,"WSW","CHRISTIANA",35.71,-86.42,3542600,8625200
202405,189654,1166067,1,.96,"ESE","ROGANA",36.4447,-86.314,3626682,8618840
202405,189654,1166068,1,2.12,"SSW","ST JOSEPH",35.0201,-87.5083,351206,8730498
202405,189670,1166136,1,2.76,"S","MANHATTAN",39.14,-96.58,398400,9634800
202405,189670,1166136,2,1.75,"SSE","MANHATTAN",39.1557,-96.5713,399342,9634278
202405,189670,1166171,1,5.53,"S","BURLINGTON",38.12,-95.75,387200,9545000
202405,189670,1166171,2,4.85,"S","BURLINGTON",38.1301,-95.7409,387806,9544454
202405,189670,1166343,1,5.61,"ESE","SHARPE",38.24,-95.59,3814400,9535400
202405,189670,1166343,2,6.01,"E","SHARPE",38.27,-95.57,3816200,9534200
202405,189670,1176941,1,0,"N","(CNK)BLOSSER APT CON",39.55,-97.65,3933000,9739000
202405,189670,1176942,1,4.32,"W","CARLTON",38.68,-97.36,3840800,9721600
202405,189670,1176951,1,1.08,"E","CARLTON",38.68,-97.26,3840800,9715600
202405,189670,1176954,1,.69,"N","ABILENE",38.93,-97.22,3855800,9713200
202405,189670,1176957,1,3.77,"W","NAVARRE",38.8,-97.17,3848000,9710200
202405,189670,1176960,1,.54,"E","ENTERPRISE",38.9,-97.11,3854000,976600
202405,189670,1176967,1,2.25,"ESE","UPLAND",39.07,-96.98,394200,9658800
202405,189670,1176972,1,4.84,"S","ALIDA",39.03,-96.95,391800,9657000
202405,189670,1176976,1,2.77,"ESE","ALIDA",39.09,-96.9,395400,9654000
202402,187544,1151609,1,0,"N","BRIMFIELD",40.83,-89.88,4049800,8952800
202402,187544,1151611,1,0,"N","BRIMFIELD",40.83,-89.88,4049800,8952800
202402,187544,1151612,1,2.7,"ENE","LA PRAIRIE CENTER",41.03,-89.55,411800,8933000
202402,187544,1151613,1,0,"SE","HENRY",41.12,-89.37,417200,8922200
202402,187544,1151615,1,0,"N","BELLEVUE",40.68,-89.68,4040800,8940800
202402,187544,1151616,1,0,"N","MAPLETON",40.57,-89.73,4034200,8943800
202402,187544,1151617,1,0,"NW","METAMORA",40.78,-89.35,4046800,8921000
202402,187544,1151618,1,0,"N","ST DAVID",40.48,-90.05,4028800,903000
202402,187544,1151619,1,3,"SE","SOUTH PEKIN",40.4693,-89.6096,4028158,8936576
202402,187544,1151620,1,0,"NW","MANITO",40.42,-89.77,4025200,8946200
202402,187544,1151621,1,.52,"E","LACON",41.02,-89.39,411200,8923400
202402,187579,1151833,1,.91,"SE","ENRIGHT",30.49,-96.27,3029400,9616200
202402,187579,1151834,1,4.15,"S","CRABBS PRAIRIE",30.69,-95.67,3041400,9540200
202402,187579,1151835,1,2.73,"NE","KICKAPOO",30.81,-95.07,3048600,954200
202402,187579,1151836,1,.69,"S","RYE STATION",30.44,-94.77,3026400,9446200
202402,187579,1164478,1,2.73,"NE","KICKAPOO",30.81,-95.07,3048600,954200
202402,187579,1164480,1,4.39,"ENE","EAST SANDY",30.6,-95.51,3036000,9530600
202402,187579,1164481,1,2.83,"NNE","RICHARDS",30.57,-95.84,3034200,9550400
202402,187583,1151853,1,.81,"S","RIVER VIEW",33.2083,-87.5504,3312498,8733024
202402,187583,1151863,1,2.48,"E","OXMOOR",33.427,-86.8272,3325620,8649632
202402,187583,1151976,1,3.27,"SW","WATTSVILLE",33.6359,-86.3195,3338154,8619170
202402,187583,1151977,1,1.05,"E","HOMEWOOD",33.4808,-86.7518,3328848,8645108
202403,187953,1154384,1,6.35,"SSW","MOLLOY",33.6505,-88.2554,3339030,8815324
202403,187953,1154384,2,8.14,"W","FERNBANK",33.5347,-88.2702,3332082,8816212
202403,187953,1154384,3,3.63,"SSE","KENNEDY",33.5359,-87.9457,3332154,8756742
202403,187953,1154384,4,3.46,"SE","CROSSVILLE",33.6916,-87.9614,3341496,8757684
202403,187953,1154391,1,3.45,"SE","HILLARD",33.7635,-87.529,3345810,8731740
202403,187953,1154391,2,3.31,"W","CARONA",33.6939,-87.527,3341634,8731620
202403,187953,1154391,3,1.55,"WSW","MARIETTA",33.6899,-87.424,3341394,8725440
202403,187953,1154391,4,6.79,"S","MARIETTA",33.6035,-87.4226,3336210,8725356
202403,187953,1154391,5,7.99,"SSW","GORGAS",33.54,-87.2428,3332400,8714568
202403,187953,1154391,6,3.05,"NE","EMPIRE",33.8252,-86.9564,3349512,8657384
202403,187953,1154391,7,4.82,"N","SIPSEY",33.889,-87.0924,3353340,875544
202403,187953,1154393,1,.59,"NNW","PALOS",33.6571,-87.0556,3339426,873336
202403,187953,1154393,2,1.43,"N","ARGO",33.7006,-86.5276,3342036,8631656
202403,187953,1154393,3,.87,"NW","COUNTY LINE",33.8393,-86.7603,3350358,8645618
202403,187953,1154393,4,3.96,"WNW","WARRIOR",33.8415,-86.8839,3350490,8653034
202403,187953,1154393,5,3.7,"WSW","CORNER",33.7719,-87.0048,3346314,87288
202403,187953,1154701,1,.76,"SW","NYOTA",33.8411,-86.7578,3350466,8645468
202403,187953,1154701,2,.26,"SSW","VILLAGE SPGS",33.7667,-86.632,3346002,8637920
202403,187953,1154701,3,7.45,"S","CHAMPION",33.8222,-86.4334,3349332,8626004
202403,187953,1154701,4,3.62,"SE","ONEONTA ROBBINS ARPT",33.9393,-86.3288,3356358,8619728
202403,187953,1154701,5,.94,"NNW","CHAMPION",33.9417,-86.4385,3356502,8626310
202403,187953,1154725,1,2.71,"SW","MARKTON",33.852,-86.0532,3351120,863192
202403,187953,1154725,2,4.45,"ESE","BALLPLAY",34.0165,-85.7537,34990,8545222
202403,187953,1154725,3,.45,"SSE","HUFFS GAP",34.1441,-85.8468,348646,8550808
202403,187953,1154725,4,1.05,"SSE","PANA",34.0152,-86.2758,34912,8616548
202403,187953,1154730,1,3.33,"W","PINE GROVE",34.0314,-85.7581,341884,8545486
202403,187953,1154730,2,3.26,"SSE","KIRKS GROVE",34.1349,-85.433,348094,8525980
202403,187953,1154730,3,.75,"E","FULLERTON",34.2982,-85.4671,3417892,8528026
202403,187953,1154730,4,1.29,"W","LEONARD",34.198,-85.8424,3411880,8550544
202403,187995,1154662,1,.69,"S","BARNES",46.34,-91.5,4620400,9130000
202404,188798,1161148,1,6.52,"NW","MT LEMMON",32.5097,-110.8667,3230582,11052002
202404,188798,1161148,2,6.91,"NW","MT LEMMON",32.5081,-110.8765,3230486,11052590
202404,188798,1161148,3,3.17,"ENE","ORO VLY",32.4394,-110.9307,3226364,11055842
202404,188798,1161148,4,3.86,"ENE","ORO VLY",32.4401,-110.9182,3226406,11055092
202404,188803,1161161,1,2.07,"S","BAINBRIDGE",39.74,-86.82,3944400,8649200
202404,188804,1161164,1,1.07,"E","OWENSBURG",38.93,-86.73,3855800,8643800
202404,188804,1161165,1,0,"N","SPRINGVILLE",38.93,-86.62,3855800,8637200
202404,188804,1161166,1,1.75,"SE","BLOOMINGTON",39.15,-86.5,399000,8630000
202404,188804,1161168,1,.87,"SE","FLEENER",39.27,-86.39,3916200,8623400
202404,188804,1161169,1,1.75,"ESE","ELLETTSVILLE",39.22,-86.59,3913200,8635400
202404,188804,1161517,1,2.94,"NE","KOLEEN",39.0044,-86.7977,39264,8647862
202404,188806,1170385,1,3.29,"SSE","FREDERICKSBURG",30.24,-98.84,3014400,9850400
202404,188806,1170386,1,.91,"SE","STONEWALL",30.24,-98.66,3014400,9839600
202404,188806,1170387,1,1.79,"E","HYE",30.25,-98.54,3015000,9832400
202404,188806,1170388,1,.91,"SW","JOHNSON CITY",30.27,-98.41,3016200,9824600
202404,188806,1170389,1,.91,"SE","STONEWALL",30.24,-98.66,3014400,9839600
202404,188806,1170390,1,2.16,"NNW","JOHNSON CITY",30.31,-98.41,3018600,9824600
202404,188806,1170391,1,2.16,"NNW","BEECAVES",30.33,-97.96,3019800,9757600
202404,188806,1170392,1,1.51,"NNW","BEECAVES",30.32,-97.96,3019200,9757600
202404,188806,1170393,1,.6,"W","MARSHALL FORD",30.38,-97.89,3022800,9753400
202404,188806,1170394,1,3.16,"NE","AUSTIN LAKEWAY ARPT",30.38,-97.96,3022800,9757600
202404,188806,1170395,1,.6,"W","JOHNSON CITY",30.28,-98.41,3016800,9824600
202404,188806,1170396,1,2.98,"W","MARSHALL FORD",30.38,-97.93,3022800,9755800
202404,188806,1170397,1,2.07,"N","JOHNSON CITY",30.31,-98.4,3018600,9824000
202404,188806,1170398,1,3.61,"W","RIO MEDINA",29.43,-98.94,2925800,9856400
202404,188806,1170399,1,2.16,"NNE","LEON VLY",29.5,-98.62,2930000,9837200
202404,188806,1170400,1,.6,"W","RIO MEDINA",29.43,-98.89,2925800,9853400
202404,188806,1170401,1,.83,"ESE","CASTLE HILLS",29.4742,-98.5079,2928452,9830474
202404,188806,1170402,1,6.91,"N","HOLLYWOOD PARK",29.67,-98.5,2940200,9830000
202404,188806,1170403,1,1.82,"SW","DODD CITY",30.41,-97.92,3024600,9755200
202404,188806,1171895,1,2.41,"E","RIO MEDINA",29.43,-98.84,2925800,9850400
202404,188806,1171896,1,2.41,"W","RIO MEDINA",29.43,-98.92,2925800,9855200
202404,188806,1171897,1,9.16,"NW","MACDONA",29.43,-98.8,2925800,9848000
202404,188806,1171898,1,4.81,"W","ALAMO DOWNS",29.45,-98.71,2927000,9842600
202404,188806,1171899,1,4.99,"WSW","ALAMO DOWNS",29.4355,-98.7113,2926130,9842678
202404,188806,1171900,1,2.41,"E","LEON VLY",29.47,-98.59,2928200,9835400
202404,188806,1171904,1,1.39,"WSW","ALAMO DOWNS",29.44,-98.65,2926400,9839000
