YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
202407,194347,1202039,5,2.61,"WSW","CANAAN",44.9916,-71.5822,4459496,7134932
202407,194347,1202040,1,1.83,"WNW","BLOOMFIELD",44.7593,-71.665,4445558,7139900
202407,194347,1202040,2,3.81,"NNW","BLOOMFIELD",44.8036,-71.6485,4448216,7138910
202407,194347,1202040,3,1.35,"WNW","BLOOMFIELD ARPT",44.8065,-71.5959,4448390,7135754
202407,194347,1202040,4,2.05,"SW","BLOOMFIELD ARPT",44.7768,-71.5961,4446608,7135766
202407,194347,1202040,5,.29,"WNW","BLOOMFIELD",44.7514,-71.6356,4445084,7138136
202407,194358,1201441,1,2.08,"WNW","EAST CAPE GIRARDEAU",37.3,-89.5157,3718000,8930942
202407,194358,1201441,2,2.69,"NNW","EAST CAPE GIRARDEAU",37.3277,-89.4919,3719662,8929514
202407,194358,1201441,3,2.22,"WNW","MC CLURE",37.3267,-89.4696,3719602,8928176
202407,194358,1201441,4,1.42,"WNW","EAST CAPE GIRARDEAU",37.3011,-89.5018,3718066,8930108
202407,194358,1201442,1,0,"N","THEBES",37.22,-89.47,3713200,8928200
202407,194358,1201442,2,.88,"SW","FAYVILLE",37.16,-89.44,379600,8926400
202407,194358,1201442,3,1.88,"W","MILLER CITY",37.117,-89.404,377020,8924240
202407,194358,1201442,4,.88,"NE","MILLER CITY",37.13,-89.36,377800,8921600
202407,194358,1201442,5,.69,"N","THEBES JCT",37.21,-89.45,3712600,8927000
202407,194360,1201439,1,1.78,"NNW","CLARYVILLE",37.9039,-89.8422,3754234,8950532
202407,194360,1201439,2,.98,"ENE","CLARYVILLE",37.886,-89.8137,3753160,8948822
202407,194360,1201439,3,.71,"ENE","CLARYVILLE",37.8835,-89.8178,3753010,8949068
202407,194360,1201439,4,1.66,"NW","CLARYVILLE",37.8997,-89.8473,3753982,8950838
202407,194360,1201440,1,2.65,"SE","EGYPT MILLS",37.37,-89.44,3722200,8926400
202407,194360,1201440,2,3.53,"SE","EGYPT MILLS",37.36,-89.43,3721600,8925800
202407,194360,1201440,3,4.27,"SSE","EGYPT MILLS",37.343,-89.44,3720580,8926400
202407,194360,1201440,4,3.88,"NE","CAPE GIRARDEAU",37.337,-89.477,3720220,8928620
202407,194360,1201440,5,1.99,"NE","CAPE GIRARDEAU",37.32,-89.504,3719200,8930240
202407,194360,1201440,6,3.53,"NE","CAPE GIRARDEAU",37.34,-89.49,3720400,8929400
202407,194360,1201445,1,2.56,"ESE","WASATCH",37.1129,-89.4287,376774,8925722
202407,194360,1201445,2,.92,"ESE","ILLMO",37.2156,-89.4842,3712936,8929052
202407,194360,1201445,3,1.71,"E","ILLMO",37.2185,-89.469,3713110,8928140
202407,194554,1202624,2,.66,"S","CENTER RUTLAND",43.5904,-73.0206,4335424,731236
202407,194554,1202624,3,.98,"E","NORTH CLARENDON",43.5709,-72.9505,4334254,7257030
202407,194554,1202624,4,.75,"SW","CLARENDON",43.5111,-72.9785,4330666,7258710
202407,194555,1205579,1,1.08,"NW","LOWVILLE",43.7896,-75.497,4347376,7529820
202407,194555,1205579,2,1.16,"N","LOWVILLE",43.7968,-75.4815,4347808,7528890
202407,194555,1205579,3,.23,"E","LOWVILLE",43.7802,-75.4754,4346812,7528524
202407,194555,1205579,4,.69,"WNW","LOWVILLE",43.7837,-75.4929,4347022,7529574
202407,194555,1205581,1,.5,"W","PORT LEYDEN",43.58,-75.34,4334800,7520400
202407,194555,1205581,2,.69,"W","PORT LEYDEN",43.5788,-75.3437,4334728,7520622
202407,194555,1205581,3,1.1,"WNW","PORT LEYDEN",43.5856,-75.3505,4335136,7521030
202407,194555,1205581,4,.89,"WNW","PORT LEYDEN",43.5865,-75.3453,4335190,7520718
202407,194555,1205585,1,.76,"ENE","SHADIGEE",43.374,-78.3659,4322440,7821954
202407,194555,1205593,1,.88,"ENE","PENFIELD",43.135,-77.4639,438100,7727834
202407,194555,1205594,1,2.13,"SSE","WAYNESPORT",43.04,-77.36,432400,7721600
202407,194555,1205595,1,.52,"E","LYONS",43.0694,-76.9898,434164,7659388
202407,194555,1205596,1,1.22,"SW","WAYNE CENTER",43.14,-76.99,438400,7659400
202407,194555,1205597,1,1.01,"E","WOLCOTT",43.22,-76.81,4313200,7648600
202407,194555,1205599,1,0,"N","HENDERSON",43.85,-76.18,4351000,7610800
202407,194555,1205600,1,.5,"E","WEEDSPORT",43.05,-76.56,433000,7633600
202407,194555,1205601,1,1.83,"N","HENDERSON HARBOR",43.8961,-76.2143,4353766,7612858
202407,194555,1205603,1,.69,"S","SACKETS HARBOR",43.94,-76.12,4356400,767200
202407,194555,1205607,1,2.45,"SE","OAKS CORNERS",42.91,-76.96,4254600,7657600
202407,194555,1205609,1,1.38,"S","GLENFIELD",43.71,-75.4,4342600,7524000
202407,194555,1205611,1,.85,"NW","LOWVILLE",43.79,-75.49,4347400,7529400
202407,194555,1205615,1,.27,"S","SACKETS HARBOR",43.9461,-76.1197,4356766,767182
202407,194555,1205619,1,2.13,"SSW","WATERTOWN ARPT",43.95,-76.04,4357000,762400
202407,194555,1205622,1,.52,"ESE","GLEN PARK",43.9768,-75.9406,4358608,7556436
202407,194555,1205623,1,.69,"N","BROWNVILLE",44.01,-75.98,44600,7558800
202407,194555,1205627,1,.28,"SSW","WATERTOWN",43.9764,-75.9227,4358584,7555362
202407,194555,1205629,1,2.03,"NW","EAST WATERTOWN",43.97,-75.88,4358200,7552800
202407,194555,1205630,1,0,"N","FAIR HAVEN",43.32,-76.7,4319200,7642000
202407,194555,1205632,1,.49,"WSW","SACKETS HARBOR",43.9481,-76.1294,4356886,767764
202407,194555,1205632,2,2.33,"E","PILLAR PT",43.9756,-76.0838,4358536,765028
202407,194555,1205633,1,.69,"N","PHOENIX",43.24,-76.3,4314400,7618000
202407,194555,1205634,1,0,"N","FULTON",43.32,-76.42,4319200,7625200
202407,194555,1205635,1,.5,"W","PENNELLVILLE",43.28,-76.29,4316800,7617400
202407,194555,1205636,1,0,"N","HASTINGS",43.38,-76.15,4322800,769000
202407,194555,1205637,1,0,"N","WEST MONROE",43.28,-76.07,4316800,764200
202407,194555,1205638,1,.69,"N","CONSTANTIA",43.26,-76,4315600,7600
202407,194555,1205639,1,.5,"E","WILLIAMSTOWN",43.42,-75.89,4325200,7553400
202407,194555,1205640,1,2.48,"E","DEFERIET",44.07,-75.72,444200,7543200
202407,194555,1205641,1,.5,"W","PORT LEYDEN",43.58,-75.34,4334800,7520400
202407,194556,1202750,1,1.22,"NE","AMBOY CENTER",43.38,-75.93,4322800,7555800
202407,194557,1203021,1,2.44,"SSE","BUFFALO HARBOR",42.8484,-78.8684,4250904,7852104
202407,194557,1203022,1,.15,"SSE","SUNSET BAY",42.5682,-79.1384,4234092,798304
202407,194558,1203023,1,.13,"SSW","ONTARIO BEACH",43.2583,-77.6012,4315498,7736072
202407,194559,1202877,1,.63,"NE","BLAKELEY",42.7374,-78.5727,4244244,7834362
202407,194559,1202879,1,0,"WSW","EAST AURORA",42.77,-78.6,4246200,7836000
202407,194560,1202742,1,.11,"NNW","GLENNS FERRY",42.9515,-115.3005,4257090,11518030
202407,194560,1202742,2,.58,"ENE","GLENNS FERRY",42.9546,-115.2905,4257276,11517430
202407,194561,1202871,1,.5,"E","WILLIAMSTOWN",43.42,-75.89,4325200,7553400
202407,194561,1202872,1,.48,"N","LITTLE AMERICA",43.5768,-75.8982,4334608,7553892
202407,194561,1202872,2,.58,"NNE","LITTLE AMERICA",43.5772,-75.8942,4334632,7553652
202407,194561,1202874,1,1.01,"E","PENFIELD",43.13,-77.46,437800,7727600
202407,194561,1202875,1,.86,"SW","MAYVILLE DART FLD AR",42.26,-79.49,4215600,7929400
202407,194563,1202743,1,0,"N","GENEVA",42.87,-76.98,4252200,7658800
202407,194564,1202744,1,.43,"W","OLCOTT",43.34,-78.7186,4320400,7843116
202407,194564,1202745,1,1.01,"W","ONTARIO ON THE LAKE",43.28,-77.37,4316800,7722200
202407,194564,1202746,1,.36,"SW","OSWEGO",43.4658,-76.5143,4327948,7630858
202407,194565,1202749,1,.91,"SE","PENSACOLA BAY",30.37,-87.21,3022200,8712600
202407,194567,1202748,1,1.05,"WSW","EISENHOWER LOCK",44.9737,-74.8796,4458422,7452776
202407,194568,1202751,1,2,"E","DESTIN",30.39,-86.4664,3023400,8627984
202407,194570,1202821,1,5.11,"NNW","EL DORADO RES",37.94,-96.85,3756400,9651000
202407,194570,1202822,1,7.91,"NNW","EL DORADO RES",37.98,-96.86,3758800,9651600
202407,194570,1202823,1,3.88,"WNW","EL DORADO",37.85,-96.93,3751000,9655800
202407,194570,1202824,1,2.58,"WSW","EL DORADO",37.8,-96.91,3748000,9654600
202407,194570,1202825,1,2.82,"N","GAS",37.96,-95.34,3757600,9520400
202407,194571,1202840,1,4.74,"NNW","AVON",42.6167,-89.3522,4237002,8921132
202407,194571,1202840,2,3.4,"SSE","MILTON",42.7219,-88.9356,4243314,8856136
202407,194575,1202855,1,3.25,"S","DESERT CENTER ARPT",33.703,-115.3232,3342180,11519392
202407,194576,1202856,1,2.24,"SW","APACHE JCT",33.4011,-111.5816,3324066,11134896
202407,194576,1202857,1,3.52,"S","OLBERG",33.0493,-111.6738,332958,11140428
202407,194576,1202857,2,3.62,"S","OLBERG",33.048,-111.6726,332880,11140356
202407,194576,1202857,3,3.54,"S","OLBERG",33.0493,-111.6713,332958,11140278
202407,194576,1202857,4,3.47,"S","OLBERG",33.0501,-111.6729,333006,11140374
202407,194576,1202858,1,5.22,"ENE","WINTERSBURG",33.4355,-112.7814,3326130,11246884
202407,194576,1202859,1,2.1,"N","BUCKEYE MUNI ARPT",33.45,-112.6862,3327000,11241172
202407,194576,1202860,1,7.22,"W","HARQUA",33.268,-113.1232,3316080,1137392
202407,194576,1202860,2,6.6,"W","HARQUA",33.2589,-113.1137,3315534,1136822
202407,194576,1202860,3,6.31,"W","HARQUA",33.2652,-113.1078,3315912,1136468
202407,194576,1202860,4,6.9,"WNW","HARQUA",33.2716,-113.1165,3316296,1136990
202407,194576,1202861,1,3.89,"S","CASHION",33.3744,-112.3107,3322464,11218642
202407,194576,1202862,1,1.77,"ENE","SHAWMUT",33.0125,-112.4732,33750,11228392
202407,194576,1202862,2,2.48,"SE","SHAWMUT",32.977,-112.4671,3258620,11228026
202407,194576,1202862,3,2.04,"ESE","ESTRELLA",32.9941,-112.3855,3259646,11223130
202407,194576,1202862,4,3.67,"ENE","ESTRELLA",33.0181,-112.3604,331086,11221624
202407,194576,1202862,5,3.04,"NE","ESTRELLA",33.033,-112.3854,331980,11223124
202407,194576,1202863,1,4.9,"SW","ARLINGTON",33.2628,-112.8003,3315768,11248018
202407,194576,1202863,2,5.35,"SSW","ARLINGTON",33.2548,-112.8001,3315288,11248006
202407,194576,1202863,3,4.89,"SSW","ARLINGTON",33.2574,-112.7895,3315444,11247370
202407,194576,1202863,4,4.53,"SW","ARLINGTON",33.2655,-112.7936,3315930,11247616
202407,194576,1203067,1,4.83,"NNW","BUCKEYE MUNI ARPT",33.4863,-112.7063,3329178,11242378
202407,194576,1203071,1,2.59,"N","BUCKEYE MUNI ARPT",33.4574,-112.6802,3327444,11240812
202407,194576,1203075,1,2.87,"N","BUCKEYE MUNI ARPT",33.4609,-112.6884,3327654,11241304
202407,194576,1203076,1,2.23,"N","BUCKEYE MUNI ARPT",33.4518,-112.6863,3327108,11241178
202407,194576,1203077,1,6,"SW","LIRIM",32.9709,-112.0653,3258254,1123918
202407,194577,1202865,1,1,"NNW","NORTH POWDER",45.0434,-117.9378,452604,11756268
202407,194577,1202865,2,6,"SSW","UNION",45.1398,-117.9272,458388,11755632
202407,194577,1202866,1,6.91,"S","LOSTINE",45.38,-117.43,4522800,11725800
202407,194577,1202866,2,7.59,"NE","ROBERTS BUTTE",45.67,-117.13,4540200,1177800
202407,194577,1202867,1,2.81,"S","IMNAHA",45.53,-116.84,4531800,11650400
202407,194577,1202867,2,3.56,"NE","IMNAHA LORD FLAT ARP",45.7,-116.56,4542000,11633600
202407,194577,1202868,1,6.69,"SSW","PRAIRIE CITY",44.38,-118.75,4422800,11845000
202407,194577,1202868,2,5.53,"S","BATES",44.5,-118.5,4430000,11830000
202407,194577,1202869,1,5.43,"SSW","PRAIRIE CITY",44.4,-118.75,4424000,11845000
202407,194577,1202869,2,5.61,"S","BATES",44.5,-118.52,4430000,11831200
202407,194578,1202870,1,2.58,"ESE","LAVA BUTTE",43.91,-121.3,4354600,12118000
202407,194578,1202870,2,.69,"N","BEND",44.08,-121.3,444800,12118000
202407,194588,1202971,1,2.28,"WSW","(LHX)LA JUNTA ARPT",38.04,-103.56,382400,10333600
202406,192394,1195179,1,1.86,"NNE","WEST WINFIELD",42.9045,-75.1648,4254270,759888
202406,192394,1195179,2,1.05,"N","EAST WINFIELD",42.8952,-75.1284,4253712,757704
202406,192394,1195183,1,2.46,"SE","CHATHAM CENTER",42.4,-73.58,4224000,7334800
202406,192394,1195185,1,2.69,"ENE","AMENIA",41.8669,-73.5229,4152014,7331374
202406,192396,1195188,1,1.38,"N","WEST STOCKBRIDGE CNT",42.32,-73.4,4219200,7324000
202406,192396,1195191,1,2.07,"N","ALFORD",42.26,-73.42,4215600,7325200
202406,192396,1195192,1,.51,"W","WEST STOCKBRIDGE CNT",42.3,-73.41,4218000,7324600
202406,192396,1195194,1,1.23,"SE","STATE LINE",42.34,-73.38,4220400,7322800
202406,192396,1195196,1,.51,"E","HOUSATONIC",42.25,-73.36,4215000,7321600
202406,192396,1195199,1,.82,"NE","GLENDALE",42.2868,-73.3367,4217208,7320202
202406,192397,1195204,1,.69,"N","EAST MORRIS",41.69,-73.18,4141400,7310800
202406,192398,1195211,1,.69,"S","SALEM",43.17,-73.33,4310200,7319800
202406,192398,1195214,1,1.24,"NE","DASHVILLE",41.83,-74.03,4149800,741800
202406,192398,1195215,1,.85,"NE","ARGYLE",43.24,-73.49,4314400,7329400
202406,192398,1195217,1,.86,"NE","RHINEBECK",41.93,-73.91,4155800,7354600
202406,192398,1195219,1,.69,"N","HAVILAND",41.76,-73.58,4145600,7334800
202406,192398,1195221,1,0,"N","SPACKENKILL",41.7,-73.92,4142000,7355200
202406,192398,1195223,1,.86,"SE","VERBANK",41.72,-73.71,4143200,7342600
202406,192398,1195227,1,.86,"NW","GLEN",42.89,-74.34,4253400,7420400
202406,192398,1195494,1,1.38,"N","FULTONVILLE",42.95,-74.37,4257000,7422200
202406,192398,1195503,1,1.07,"NE","EAGLE BRIDGE",42.9614,-73.3855,4257684,7323130
202406,192398,1195505,1,.86,"SE","KECKS CENTER",43.01,-74.46,43600,7427600
202406,192398,1195506,1,1.22,"SE","KECKS CENTER",43.01,-74.45,43600,7427000
202406,192398,1195508,1,2.07,"S","MILLS CORNERS",43.04,-74.12,432400,747200
202406,192398,1195509,1,.86,"SW","FONDA",42.94,-74.41,4256400,7424600
202406,192398,1195510,1,.51,"W","FONDA",42.95,-74.41,4257000,7424600
202406,192398,1195512,1,1.71,"SE","FULTONVILLE",42.91,-74.35,4254600,7421000
202406,192663,1189189,1,1.22,"NE","BEEBE",43.34,-84.53,4320400,8431800
202406,192664,1189190,1,1.51,"E","CONKLIN",43.12,-85.85,437200,8551000
202406,192665,1189191,1,.69,"S","WOODVILLE",42.24,-84.43,4214400,8425800
202406,192665,1189192,1,2.07,"SW","VICKSBURG",42.1,-85.56,426000,8533600
202406,192667,1189200,1,2.57,"WSW","LEOTA",44.12,-84.93,447200,8455800
202406,192669,1189948,1,.85,"NW","HART SHELBY ARPT",43.64,-86.34,4338400,8620400
202406,192669,1189949,1,0,"N","PENTWATER",43.78,-86.43,4346800,8625800
202406,192669,1189951,1,.86,"NW","MUSKEGON HGTS",43.21,-86.28,4312600,8616800
202406,192669,1189952,1,1,"W","WHITEHALL",43.4,-86.37,4324000,8622200
202406,192669,1189954,1,.5,"W","(MKG)MUSKEGON ARPT",43.17,-86.24,4310200,8614400
202406,192669,1189955,1,2.5,"E","HESPERIA",43.57,-85.98,4334200,8558800
202406,192669,1189956,1,.86,"NE","SPRING LAKE",43.08,-86.17,434800,8610200
202406,192669,1189957,1,1.47,"NNW","OLIVE CENTER",42.94,-86.09,4256400,865400
202406,192669,1189958,1,1.71,"SW","WESTGATE",43.03,-85.74,431800,8544400
202406,192669,1189959,1,2.53,"E","CUTLERVILLE",42.83,-85.62,4249800,8537200
202406,192669,1189960,1,0,"N","ALLEGAN",42.53,-85.85,4231800,8551000
202406,192669,1189961,1,.86,"SE","(BTL)KELLOG ARPT BTL",42.31,-85.24,4218600,8514400
202406,192669,1189962,1,1.02,"W","KALAMAZOO",42.28,-85.59,4216800,8535400
202406,192669,1189963,1,.86,"SW","ALBION MIDWAY ARPT",42.21,-84.81,4212600,8448600
202406,192670,1189204,1,11.75,"S","MORRISTOWN",45.76,-101.72,4545600,10143200
202406,192670,1189206,1,.69,"S","TIMBER LAKE ARPT",45.41,-101.08,4524600,1014800
202406,192670,1189207,1,.69,"S","TIMBER LAKE ARPT",45.41,-101.08,4524600,1014800
202406,192670,1189208,1,9.69,"S","KELDRON",45.79,-101.81,4547400,10148600
202406,192672,1189209,1,.49,"E","WATERTOWN",44.9,-97.09,4454000,975400
202406,192672,1189210,1,1.2,"NW","WATERTOWN",44.91,-97.12,4454600,977200
202406,192672,1189211,1,1.19,"NW","SUMMIT",45.31,-97.05,4518600,973000
202406,192672,1189212,1,1.2,"NW","GARY",44.81,-96.47,4448600,9628200
202406,192672,1189213,1,1.47,"E","(ATY)WATERTOWN ARPT",44.92,-97.12,4455200,977200
202406,192672,1189214,1,5.55,"S","ROSLYN",45.42,-97.49,4525200,9729400
202406,192672,1189215,1,2.13,"NNW","GALLUP",45.1,-98.51,456000,9830600
202406,192672,1189216,1,7.61,"NE","TUNERVILLE",44.95,-96.55,4457000,9633000
202406,192672,1189217,1,2.54,"ESE","WATERTOWN",44.89,-97.05,4453400,973000
202406,192672,1189219,1,1.57,"NW","(ATY)WATERTOWN ARPT",44.9381,-97.1695,4456286,9710170
202406,192674,1189220,1,1.46,"W","ARTICHOKE",45.4,-96.18,4524000,9610800
202406,192674,1192152,1,1.77,"ENE","ARTICHOKE",45.4124,-96.1181,4524744,967086
202406,192674,1192152,2,5.27,"SSE","ARTICHOKE",45.3271,-96.1181,4519626,967086
202406,192674,1192152,3,3.08,"NE","ORTONVILLE ARPT",45.3269,-96.3693,4519614,9622158
202406,192674,1192152,4,5.58,"SE","CLINTON",45.4119,-96.37,4524714,9622200
202406,192675,1189221,1,1.2,"SW","BEAR CREEK",45.06,-101.47,453600,10128200
202406,192675,1189222,1,.48,"W","TIMBER LAKE ARPT",45.42,-101.09,4525200,1015400
202406,192675,1189223,1,8.34,"ENE","HAYES HAMILTON ARPT",44.67,-101.14,4440200,1018400
202406,192675,1189224,1,8.31,"S","GLENHAM",45.41,-100.26,4524600,10015600
202406,192675,1189225,1,13.41,"NW","GORMAN",45.06,-100.27,453600,10016200
202406,192675,1189226,1,2.95,"E","OKOBOJO",44.65,-100.32,4439000,10019200
202406,192675,1189227,1,8.8,"SSW","LACY",44.39,-100.77,4423400,10046200
202406,192675,1189228,1,.99,"W","HAYES",44.37,-101.04,4422200,1012400
202406,192675,1189229,1,2.95,"E","OKOBOJO",44.65,-100.32,4439000,10019200
202406,192675,1189230,1,0,"N","(PIR)PIERRE ARPT",44.38,-100.28,4422800,10016800
202406,192675,1189231,1,.85,"SW","HIGHMORE",44.51,-99.44,4430600,9926400
202406,192675,1189232,1,14.22,"NNW","PIERRE",44.55,-100.47,4433000,10028200
202406,192675,1189234,1,6.24,"N","PIERRE",44.46,-100.34,4427600,10020400
202406,192675,1189235,1,13.41,"NW","GORMAN",45.06,-100.27,453600,10016200
202406,192675,1189236,1,2.81,"S","LOWRY",45.29,-99.98,4517400,9958800
202406,192675,1189237,1,4.64,"WSW","BLUNT",44.5,-100.07,4430000,1004200
202406,192675,1189238,1,.97,"E","TOLSTOY",45.2,-99.61,4512000,9936600
202406,192675,1189239,1,.49,"E","HARROLD ARPT",44.53,-99.72,4431800,9943200
202406,192675,1189240,1,8.81,"E","LEBANON",45.06,-99.6,453600,9936000
202406,192675,1189241,1,1.48,"W","HIGHMORE ARPT",44.53,-99.46,4431800,9927600
202406,192675,1189242,1,1.2,"SW","HOLABIRD",44.51,-99.6,4430600,9936000
202406,192675,1189243,1,3.49,"N","GANN VLY",44.08,-98.99,444800,9859400
202406,192675,1189244,1,5.94,"SE","HILLSVIEW",45.62,-99.47,4537200,9928200
202406,192675,1200802,1,2.26,"SW","ONAKA",45.1561,-99.5117,459366,9930702
202406,192675,1200802,2,2.29,"SSW","ONAKA",45.1517,-99.5046,459102,9930276
202406,192681,1189839,1,2.81,"N","EAST CORINTH",45.04,-69.01,452400,69600
202406,192681,1189848,1,1.47,"SSE","ALTON",45.01,-68.72,45600,6843200
202406,192681,1189854,1,.98,"W","LUCKEY LNDG",44.92,-68.8,4455200,6848000
202406,192681,1189856,1,0,"N","SEBEC",45.27,-69.12,4516200,697200
202406,192681,1189861,1,1.47,"W","DUFOUR LNDG",44.9,-68.81,4454000,6848600
202406,192681,1189862,1,1.2,"SE","OLD TOWN ARPT",44.94,-68.65,4456400,6839000
202406,192681,1189863,1,1.2,"SW","GLENBURN",44.91,-68.85,4454600,6851000
202406,192681,1189864,1,.69,"N","ORONO",44.89,-68.67,4453400,6840200
202406,192681,1189865,1,1.2,"SW","GLENBURN",44.91,-68.85,4454600,6851000
202406,192681,1189866,1,0,"N","VEAZIE",44.83,-68.7,4449800,6842000
202406,192681,1189867,1,.69,"N","VEAZIE",44.84,-68.7,4450400,6842000
202406,192681,1189868,1,26.3,"E","HARDY",45.36,-68.29,4521600,6817400
202406,192681,1189870,1,0,"N","MATTAWAMKEAG",45.52,-68.35,4531200,6821000
202406,192681,1189872,1,2.38,"NW","PRENTISS",45.5,-68.12,4530000,687200
202406,192681,1189876,1,3.66,"WSW","PRENTISS",45.46,-68.15,4527600,689000
202406,192681,1189878,1,2.06,"WNW","PRENTISS",45.49,-68.12,4529400,687200
202406,192681,1189880,1,.85,"SE","GREELEY LNDG",45.24,-69.24,4514400,6914400
202406,192681,1189885,1,.85,"SW","OLAMON",45.11,-68.63,456600,6837800
202406,192682,1189890,1,0,"N","LINCOLN CENTER",45.38,-68.5,4522800,6830000
202406,192682,1189891,1,1.61,"WNW","LEE",45.38,-68.31,4522800,6818600
202406,192683,1189892,1,.49,"E","SEBEC",45.27,-69.11,4516200,696600
202406,192683,1189894,1,1.47,"NNE","DOVER FOXCROFT",45.2,-69.22,4512000,6913200
202406,192683,1189896,1,0,"N","MILO",45.25,-68.98,4515000,6858800
202406,192683,1189898,1,0,"N","BROWNVILLE",45.3,-69.03,4518000,691800
202406,192683,1189899,1,.69,"S","SOUTH SEBEC",45.19,-69.08,4511400,694800
202406,192683,1189900,1,2.13,"SSE","DERBY",45.2,-68.97,4512000,6858200
202406,192684,1191132,1,0,"N","GARLAND",45.03,-69.17,451800,6910200
202406,192684,1191136,1,0,"N","BRADFORD",45.07,-68.95,454200,6857000
202406,192684,1191140,1,0,"N","LEVANT",44.87,-68.92,4452200,6855200
202406,192684,1191143,1,0,"N","BASIN MILLS",44.87,-68.68,4452200,6840800
202406,192684,1191144,1,0,"N","WEST CHARLESTON",45.07,-69.07,454200,694200
202406,192684,1191145,1,.85,"NW","SPRAGUES MILL",44.93,-69.24,4455800,6914400
202406,192684,1191149,1,2.13,"NNW","BRADFORD CENTER",45.1,-68.93,456000,6855800
202406,192684,1191153,1,1.47,"SSE","BRADFORD CENTER",45.05,-68.91,453000,6854600
202406,192684,1191156,1,0,"N","EAST NEWPORT",44.82,-69.22,4449200,6913200
202406,192684,1191162,1,2.4,"SW","WEST CORINTH",44.93,-69.06,4455800,693600
202406,192684,1191166,1,0,"N","HERMON",44.82,-68.9,4449200,6854000
202406,192684,1191170,1,0,"N","BANGOR",44.8,-68.77,4448000,6846200
202406,192684,1191173,1,0,"N","BRADLEY",44.92,-68.62,4455200,6837200
202406,192684,1191177,1,1.38,"S","NORTH CASTINE",44.43,-68.77,4425800,6846200
202406,192684,1191181,1,3.45,"S","EASTBROOK",44.63,-68.27,4437800,6816200
202406,192684,1191184,1,0,"N","FRANKLIN",44.58,-68.23,4434800,6813800
202406,192684,1191185,1,.69,"N","GOULDSBORO",44.49,-68.03,4429400,681800
202406,192684,1191190,1,0,"N","ELLSWORTH",44.55,-68.42,4433000,6825200
202406,192684,1191195,1,.69,"N","ASHVILLE",44.49,-68.12,4429400,687200
202406,192684,1191199,1,.85,"SW","ISLESFORD",44.26,-68.24,4415600,6814400
202406,192685,1191603,1,0,"N","BAR HARBOR",44.38,-68.2,4422800,6812000
202406,192685,1191609,1,0,"N","BAR HARBOR",44.38,-68.2,4422800,6812000
202406,192686,1191643,1,1.46,"NNE","PACKARDS",45.5,-68.94,4530000,6856400
202406,192686,1191694,1,1.69,"NW","BROWNVILLE JCT",45.37,-69.07,4522200,694200
202406,192686,1191694,2,1.61,"WSW","MILL BROOK",45.37,-69.03,4522200,691800
202406,192686,1191696,1,.69,"N","LAKEVIEW",45.33,-68.93,4519800,6855800
202406,192686,1191706,1,0,"N","CHESTER",45.4,-68.5,4524000,6830000
202406,192686,1191723,1,0,"N","WINN",45.48,-68.38,4528800,6822800
202406,192686,1191725,1,0,"N","HOWLAND",45.23,-68.67,4513800,6840200
202406,192686,1191732,1,0,"N","SPRINGFIELD",45.4,-68.13,4524000,687800
202406,192686,1191737,1,.49,"E","SPRINGFIELD",45.4,-68.12,4524000,687200
202406,192686,1191743,1,0,"N","LINCOLN",45.37,-68.5,4522200,6830000
202406,192686,1191749,1,2.38,"NW","PRENTISS",45.5,-68.12,4530000,687200
202406,192914,1190795,2,.49,"W","RAUVILLE",44.98,-97.09,4458800,975400
202406,192914,1190795,3,2.54,"WSW","RAUVILLE",44.97,-97.13,4458200,977800
202406,192914,1190795,4,2.81,"WNW","RAUVILLE",45,-97.13,4500,977800
202406,192914,1190795,5,4.4,"NNW","RAUVILLE",45.04,-97.11,452400,976600
202406,192915,1190796,1,.32,"NNW","DRESDEN",39.6245,-100.4218,3937470,10025308
202406,192915,1190797,1,1.2,"W","DRESDEN",39.6186,-100.4424,3937116,10026544
202406,192915,1190798,1,5.86,"NE","KANONA",39.8581,-100.2995,3951486,10017970
202406,192915,1190799,1,2.91,"WNW","NORCATUR",39.8425,-100.2323,3950550,10013938
202406,192915,1190962,1,.66,"NW","NORCATUR",39.8362,-100.1895,3950172,10011370
202406,192915,1190963,1,1.9,"N","NORCATUR",39.8573,-100.1761,3951438,10010566
202406,192915,1190964,1,4.69,"NE","OBERLIN MUNI ARPT",39.8828,-100.4743,3952968,10028458
202406,192915,1190965,1,.81,"NNE","SELDEN",39.5414,-100.5662,3932484,10033972
202406,192915,1190966,1,2.46,"NW","SEGUIN",39.3576,-100.6091,3921456,10036546
202406,192915,1190967,1,.28,"NW","KANORADO",39.333,-102.0335,3919980,1022010
202406,192915,1190968,1,2.4,"WNW","HOXIE",39.3645,-100.4708,3921870,10028248
202406,192915,1190969,1,.7,"NW","HOXIE",39.3567,-100.4398,3921402,10026388
202406,192915,1190970,1,1.7,"WNW","HOXIE",39.3572,-100.4605,3921432,10027630
202406,192915,1190973,1,3.21,"E","KANORADO",39.3292,-101.97,3919752,10158200
202406,192915,1190974,1,2.73,"ENE","KANORADO",39.3432,-101.9819,3920592,10158914
202406,192915,1190977,1,.63,"W","JENNINGS",39.68,-100.2918,3940800,10017508
202406,192915,1190984,1,2.48,"SSW","HOXIE",39.3161,-100.4454,3918966,10026724
